Paper_Id,Recency,Spec_P,n_ref,n_cite,degree,Cite_per_paper,Auth_collab,P_index_auth,H_index_auth,CiteScore,Percentile,Percent_Cited,SNIP,SJR
1075250,0.0833333333333333,1,11,4,15,6.208333333333333,39.0,8.66665,2.5,2.87,80.0,69.0,1.72,0.717
1075251,0.0833333333333333,1,1,5,6,3.171428571428572,17.0,25.9,3.0,2.87,80.0,69.0,1.72,0.717
1075252,0.0833333333333333,1,4,5,9,3.583333333333333,46.0,6.5555666666666665,2.0,2.87,80.0,69.0,1.72,0.717
1075253,0.0833333333333333,1,6,4,10,1.9166666666666663,41.0,9.72915,2.5,2.87,80.0,69.0,1.72,0.717
1075254,0.0833333333333333,0,2,8,10,3.7647435897435897,158.0,70.85835,7.5,2.87,80.0,69.0,1.72,0.717
1075255,0.0833333333333333,0,3,2,5,2.821428571428571,29.0,5.04165,2.0,2.87,80.0,69.0,1.72,0.717
1075256,0.0833333333333333,1,3,2,5,1.0,0.0,2.0,1.0,2.87,80.0,69.0,1.72,0.717
1075257,0.0833333333333333,0,2,3,5,3.1788617886178865,127.0,6.8333,2.0,2.87,80.0,69.0,1.72,0.717
1075258,0.0833333333333333,0,0,1,1,1.9073593073593076,236.0,7.06502,2.6,2.87,80.0,69.0,1.72,0.717
1075259,0.0833333333333333,0,0,3,3,2.3125,13.0,4.666650000000001,1.5,2.87,80.0,69.0,1.72,0.717
1075260,0.0833333333333333,1,2,4,6,5.4423076923076925,17.0,29.0,3.5,2.87,80.0,69.0,1.72,0.717
1075261,0.0833333333333333,1,0,11,11,4.142857142857143,13.0,45.8,5.0,2.87,80.0,69.0,1.72,0.717
1075262,0.0833333333333333,0,4,5,9,6.333333333333334,27.0,2.3,1.2,2.87,80.0,69.0,1.72,0.717
1075263,0.0833333333333333,1,0,5,5,0.0,0.0,0.0,0.0,2.87,80.0,69.0,1.72,0.717
1075264,0.0833333333333333,0,0,9,9,7.34375,33.0,14.4583,1.0,2.87,80.0,69.0,1.72,0.717
1075265,0.0833333333333333,1,10,1,11,1.4,23.0,5.26665,2.0,2.87,80.0,69.0,1.72,0.717
1075266,0.0833333333333333,1,1,11,12,2.623152777777778,750.0,36.01712,5.0,2.87,80.0,69.0,1.72,0.717
1075267,0.0833333333333333,0,1,0,1,2.0370370370370368,19.0,6.666666666666667,1.0,2.87,80.0,69.0,1.72,0.717
1075268,0.0833333333333333,1,7,12,19,2.8870967741935485,70.0,21.15835,3.5,2.87,80.0,69.0,1.72,0.717
1075269,0.0833333333333333,1,1,7,8,0.875,9.0,7.0,1.0,2.87,80.0,69.0,1.72,0.717
1075270,0.0833333333333333,0,2,2,4,4.780487804878049,52.0,68.79165,4.0,2.87,80.0,69.0,1.72,0.717
1075327,0.0833333333333333,1,0,1,1,1.0,12.0,0.25,1.0,3.0,92.0,78.0,1.62,1.113
1075331,0.0833333333333333,0,1,0,1,11.573657084785134,274.0,166.966675,9.25,3.0,92.0,78.0,1.62,1.113
1075340,0.0833333333333333,1,0,1,1,10.754176904176903,686.0,46.46340909090909,5.0,3.0,92.0,78.0,1.62,1.113
1075347,0.0833333333333333,1,1,0,1,1.6,12.0,1.66665,1.0,3.0,92.0,78.0,1.62,1.113
1075352,0.0833333333333333,1,0,1,1,2.0,2.0,1.0,1.0,3.0,92.0,78.0,1.62,1.113
1075364,0.0833333333333333,0,0,2,2,2.4814814814814814,25.0,2.5277666666666665,2.0,3.0,92.0,78.0,1.62,1.113
1075368,0.0833333333333333,0,0,1,1,1.8386243386243384,68.0,4.6944333333333335,2.333333333333333,3.0,92.0,78.0,1.62,1.113
1075369,0.0833333333333333,1,1,0,1,9.25,11.0,26.3333,3.0,3.0,92.0,78.0,1.62,1.113
1075372,0.0833333333333333,1,0,1,1,1.8892857142857145,151.0,8.0375,2.75,3.0,92.0,78.0,1.62,1.113
1075374,0.0833333333333333,0,1,0,1,1.823717948717949,177.0,16.62668,3.0,3.0,92.0,78.0,1.62,1.113
1075376,0.0833333333333333,1,1,0,1,2.0,12.0,0.5,1.0,3.0,92.0,78.0,1.62,1.113
1075377,0.0833333333333333,0,0,1,1,0.0,0.0,0.0,0.0,3.0,92.0,78.0,1.62,1.113
1075378,0.0833333333333333,0,0,1,1,1.6867399267399268,106.0,6.79998,2.6,3.0,92.0,78.0,1.62,1.113
1075379,0.0833333333333333,1,1,0,1,11.312734082397006,123.0,271.99443333333335,7.666666666666667,3.0,92.0,78.0,1.62,1.113
1075380,0.0833333333333333,1,0,2,2,3.0,2.0,1.5,1.0,3.0,92.0,78.0,1.62,1.113
1075514,0.0833333333333333,1,1,0,1,4.647222222222222,186.0,31.895,3.6,1.5,83.0,56.0,0.957,0.526
1075515,0.0833333333333333,0,0,3,3,4.052083333333333,75.0,24.51665,3.5,1.5,83.0,56.0,0.957,0.526
1075518,0.0833333333333333,1,1,0,1,3.3305647840531565,86.0,55.375,3.5,1.5,83.0,56.0,0.957,0.526
1075519,0.0833333333333333,0,0,2,2,1.9972527472527477,97.0,15.277766666666666,3.333333333333333,1.5,83.0,56.0,0.957,0.526
1075521,0.0833333333333333,0,11,2,13,1.0740740740740742,34.0,16.5,3.0,1.5,83.0,56.0,0.957,0.526
1075522,0.0833333333333333,1,0,1,1,12.071428571428571,50.0,324.25,16.0,1.5,83.0,56.0,0.957,0.526
1075523,0.0833333333333333,1,1,0,1,3.734883720930232,58.0,578.6286,13.0,1.5,83.0,56.0,0.957,0.526
1075526,0.0833333333333333,0,3,6,9,6.151805555555556,152.0,114.86,3.8,1.5,83.0,56.0,0.957,0.526
1075527,0.0833333333333333,1,5,3,8,4.761904761904762,43.0,40.47435,3.0,1.5,83.0,56.0,0.957,0.526
1075528,0.0833333333333333,0,3,1,4,3.3125,12.0,9.5,2.0,1.5,83.0,56.0,0.957,0.526
1075529,0.0833333333333333,0,1,1,2,3.242857142857143,47.0,3.71666,1.4,1.5,83.0,56.0,0.957,0.526
1075531,0.0833333333333333,0,5,1,6,5.221014492753623,31.0,62.24165,5.0,1.5,83.0,56.0,0.957,0.526
1075532,0.0833333333333333,0,4,0,4,6.323809523809524,112.0,161.04165,9.5,1.5,83.0,56.0,0.957,0.526
1075533,0.0833333333333333,1,0,1,1,12.071428571428571,50.0,324.25,16.0,1.5,83.0,56.0,0.957,0.526
1075535,0.0833333333333333,0,2,1,3,2.0,2.0,1.0,1.0,1.5,83.0,56.0,0.957,0.526
1075536,0.0833333333333333,1,1,1,2,3.283960720130933,81.0,38.5417,5.0,1.5,83.0,56.0,0.957,0.526
1075537,0.0833333333333333,1,3,3,6,12.071428571428571,50.0,324.25,16.0,1.5,83.0,56.0,0.957,0.526
1075540,0.0833333333333333,1,0,1,1,1.0,0.0,3.0,1.0,1.5,83.0,56.0,0.957,0.526
1075541,0.0833333333333333,1,6,0,6,0.0625,16.0,0.125,0.25,1.5,83.0,56.0,0.957,0.526
1075542,0.0833333333333333,1,8,5,13,5.907590759075907,265.0,130.68215,7.5,1.5,83.0,56.0,0.957,0.526
1075848,0.0833333333333333,1,1,0,1,1.5092592592592593,63.0,15.0,3.5,1.28,47.0,46.0,0.698,0.33
1075849,0.0833333333333333,1,3,0,3,0.0,0.0,0.0,0.0,1.28,47.0,46.0,0.698,0.33
1075850,0.0833333333333333,0,0,1,1,2.176984126984127,59.0,16.42223333333333,3.0,1.28,47.0,46.0,0.698,0.33
1075853,0.0833333333333333,1,0,1,1,1.029100529100529,188.0,20.3762,4.0,1.28,47.0,46.0,0.698,0.33
1075854,0.0833333333333333,1,1,0,1,1.029100529100529,188.0,20.3762,4.0,1.28,47.0,46.0,0.698,0.33
1075858,0.0833333333333333,0,0,1,1,1.25,11.0,1.16665,1.0,1.28,47.0,46.0,0.698,0.33
1075861,0.0833333333333333,0,0,1,1,2.113636363636364,36.0,7.66665,1.5,1.28,47.0,46.0,0.698,0.33
1075867,0.0833333333333333,0,0,1,1,1.0,2.0,0.5,1.0,1.28,47.0,46.0,0.698,0.33
1075871,0.0833333333333333,0,3,0,3,3.557692307692308,153.0,82.49446666666667,4.666666666666667,1.28,47.0,46.0,0.698,0.33
1075877,0.0833333333333333,1,1,0,1,5.478260869565218,48.0,148.1667,8.0,1.28,47.0,46.0,0.698,0.33
1075878,0.0833333333333333,0,1,0,1,1.1166666666666667,44.0,2.070825,1.5,1.28,47.0,46.0,0.698,0.33
1076374,0.0833333333333333,0,0,5,5,4.969444444444445,108.0,41.6389,4.333333333333333,3.0,92.0,78.0,1.62,1.113
1076375,0.0833333333333333,0,0,1,1,2.18078007518797,244.0,32.102075,3.75,3.0,92.0,78.0,1.62,1.113
1076376,0.0833333333333333,0,0,1,1,2.2272727272727275,21.0,5.6,2.0,3.0,92.0,78.0,1.62,1.113
1076401,0.0833333333333333,0,1,0,1,2.6493354598617755,301.0,23.128599999999995,4.333333333333333,1.28,47.0,46.0,0.698,0.33
1076568,0.0909090909090909,1,1,2,3,3.0,33.0,28.0,3.0,3.2,83.0,76.0,1.868,0.472
1076569,0.0909090909090909,0,0,1,1,9.04161595672752,471.0,138.44286000000002,6.6,3.2,83.0,76.0,1.868,0.472
1076570,0.0909090909090909,1,0,1,1,6.189912280701755,200.0,147.85,8.5,3.2,83.0,76.0,1.868,0.472
1076571,0.0909090909090909,0,0,1,1,3.202388163503388,915.0,211.90396666666663,9.0,3.2,83.0,76.0,1.868,0.472
1076572,0.0909090909090909,1,2,2,4,2.740740740740741,193.0,75.1877,5.5,3.2,83.0,76.0,1.868,0.472
1076573,0.0909090909090909,1,5,4,9,4.294412698412698,308.0,41.86778,5.0,3.2,83.0,76.0,1.868,0.472
1076574,0.0909090909090909,1,1,0,1,1.2234289617486338,389.0,16.109099999999998,3.25,3.2,83.0,76.0,1.868,0.472
1076575,0.0909090909090909,1,1,0,1,4.2,73.0,28.75835,2.5,3.2,83.0,76.0,1.868,0.472
1076576,0.0909090909090909,1,2,0,2,2.254712643678161,342.0,37.12005,6.0,3.2,83.0,76.0,1.868,0.472
1076577,0.0909090909090909,1,1,3,4,4.03968253968254,126.0,38.42223333333333,5.666666666666667,3.2,83.0,76.0,1.868,0.472
1076578,0.0909090909090909,1,0,4,4,3.522441530200151,569.0,67.92442499999999,6.75,3.2,83.0,76.0,1.868,0.472
1076579,0.0909090909090909,1,21,5,26,6.565,368.0,95.383325,7.75,3.2,83.0,76.0,1.868,0.472
1076594,0.0909090909090909,1,1,0,1,5.027027027027027,289.0,65.42696666666667,6.0,1.03,43.0,47.0,0.884,0.412
1076595,0.0909090909090909,1,5,5,10,8.785714285714285,2.0,39.0,3.0,1.03,43.0,47.0,0.884,0.412
1076596,0.0909090909090909,0,1,0,1,4.94703557312253,350.0,114.52576666666668,8.0,1.03,43.0,47.0,0.884,0.412
1076598,0.0909090909090909,0,3,0,3,1.1666666666666667,20.0,3.499966666666667,1.3333333333333333,1.03,43.0,47.0,0.884,0.412
1076601,0.0909090909090909,1,0,1,1,1.6473616473616477,55.0,15.666666666666666,2.333333333333333,1.03,43.0,47.0,0.884,0.412
1076602,0.0909090909090909,1,0,1,1,0.8333333333333333,22.0,1.8333,1.0,1.03,43.0,47.0,0.884,0.412
1076603,0.0909090909090909,0,2,1,3,2.15,8.0,4.125,1.0,1.03,43.0,47.0,0.884,0.412
1077170,0.0909090909090909,1,4,2,6,4.374831853645413,359.0,76.6861,6.666666666666667,2.6,76.0,72.0,1.496,0.672
1077171,0.0909090909090909,0,2,2,4,6.087870462870463,566.0,108.640975,9.0,2.6,76.0,72.0,1.496,0.672
1077173,0.0909090909090909,0,6,5,11,8.040579090001426,319.0,116.89443333333334,10.0,2.6,76.0,72.0,1.496,0.672
1077263,0.0909090909090909,0,0,1,1,3.7498563383519135,509.0,157.40949999999998,8.0,2.71,86.0,70.0,1.947,0.555
1077529,0.0909090909090909,1,2,2,4,7.404255319148936,122.0,113.91485,6.0,1.74,63.0,65.0,1.106,0.481
1077530,0.0909090909090909,1,0,1,1,1.0588235294117647,21.0,10.25,3.0,1.74,63.0,65.0,1.106,0.481
1077531,0.0909090909090909,1,4,0,4,1.4933401686033263,428.0,13.94165,3.5,1.74,63.0,65.0,1.106,0.481
1077532,0.0909090909090909,1,1,0,1,1.125,3.0,9.0,2.0,1.74,63.0,65.0,1.106,0.481
1077559,0.0909090909090909,1,0,2,2,1.9285714285714288,11.0,20.0,1.5,0.46,19.0,28.0,0.98,0.353
1077563,0.0909090909090909,0,1,0,1,1.3333333333333333,11.0,11.8333,3.0,0.46,19.0,28.0,0.98,0.353
1077564,0.0909090909090909,0,0,1,1,0.3333333333333333,5.0,2.0,1.0,0.46,19.0,28.0,0.98,0.353
1077565,0.0909090909090909,1,1,1,2,0.2857142857142857,0.0,2.0,1.0,0.46,19.0,28.0,0.98,0.353
1081543,0.0909090909090909,0,0,2,2,18.037106918238997,113.0,397.8917,9.0,5.45,95.0,84.0,2.948,1.133
1081546,0.0909090909090909,1,0,1,1,6.313725490196078,70.0,33.51823333333333,4.0,5.45,95.0,84.0,2.948,1.133
1081547,0.0909090909090909,0,0,1,1,5.514957264957265,88.0,39.8889,5.333333333333333,5.45,95.0,84.0,2.948,1.133
1081548,0.0909090909090909,1,0,1,1,2.6267960491701343,406.0,51.908325000000005,5.25,5.45,95.0,84.0,2.948,1.133
1081552,0.0909090909090909,0,0,1,1,7.359175084175084,366.0,75.873,7.25,5.45,95.0,84.0,2.948,1.133
1081553,0.0909090909090909,0,0,1,1,10.481633934458932,1067.0,85.00846250000001,8.75,5.45,95.0,84.0,2.948,1.133
1081576,0.0909090909090909,0,0,1,1,3.219690211661666,221.0,37.40276666666666,5.333333333333333,5.45,95.0,84.0,2.948,1.133
1081581,0.0909090909090909,0,0,1,1,6.871729059722048,483.0,259.37085,12.5,5.45,95.0,84.0,2.948,1.133
1081650,0.0909090909090909,0,5,1,6,4.261363636363637,101.0,41.254175,3.5,2.03,72.0,63.0,1.021,0.336
1081651,0.0909090909090909,1,1,1,2,6.086956521739131,115.0,82.68335,7.0,2.03,72.0,63.0,1.021,0.336
1081652,0.0909090909090909,0,2,2,4,7.395833333333334,136.0,76.16125,6.5,2.03,72.0,63.0,1.021,0.336
1081655,0.0909090909090909,1,0,2,2,4.328339505713791,451.0,66.59666000000001,7.2,2.03,72.0,63.0,1.021,0.336
1081656,0.0909090909090909,0,1,1,2,4.701883012820513,783.0,98.385125,9.25,2.03,72.0,63.0,1.021,0.336
1081657,0.0909090909090909,0,1,0,1,2.5465872156013,126.0,74.01665,5.5,2.03,72.0,63.0,1.021,0.336
1081659,0.0909090909090909,0,1,0,1,2.02834008097166,217.0,6.46965,3.0,2.03,72.0,63.0,1.021,0.336
1081660,0.0909090909090909,0,0,1,1,36.32738095238096,224.0,283.4722,12.333333333333334,2.03,72.0,63.0,1.021,0.336
1081661,0.0909090909090909,1,1,0,1,12.302510880931932,1317.0,330.90548,12.6,2.03,72.0,63.0,1.021,0.336
1081662,0.0909090909090909,0,1,1,2,6.089128464128464,312.0,76.75003333333333,7.666666666666667,2.03,72.0,63.0,1.021,0.336
1081666,0.0909090909090909,0,2,0,2,2.7583333333333333,124.0,48.29165,4.0,2.03,72.0,63.0,1.021,0.336
1081671,0.0909090909090909,0,0,2,2,6.382758620689655,27.0,65.45,4.5,2.03,72.0,63.0,1.021,0.336
1081672,0.0909090909090909,0,0,1,1,7.31904761904762,119.0,47.50834999999999,5.5,2.03,72.0,63.0,1.021,0.336
1081675,0.0909090909090909,0,2,1,3,4.74686836725393,756.0,137.035725,9.75,2.03,72.0,63.0,1.021,0.336
1081676,0.0909090909090909,0,1,0,1,8.278151260504202,361.0,265.90375,11.5,2.03,72.0,63.0,1.021,0.336
1081677,0.0909090909090909,0,2,0,2,14.547435897435898,282.0,781.41665,16.0,2.03,72.0,63.0,1.021,0.336
1081885,0.0909090909090909,0,4,0,4,4.080357142857143,350.0,146.6881,9.0,1.19,54.0,46.0,1.135,0.504
1081886,0.0909090909090909,0,6,1,7,4.961538461538462,43.0,72.5238,7.0,1.19,54.0,46.0,1.135,0.504
1081887,0.0909090909090909,1,1,0,1,0.75,13.0,1.45,1.5,1.19,54.0,46.0,1.135,0.504
1081888,0.0909090909090909,0,1,0,1,5.855477855477855,183.0,82.13889999999999,6.0,1.19,54.0,46.0,1.135,0.504
1083164,0.0909090909090909,1,2,11,13,14.28523229957656,863.0,172.953125,10.75,3.2,83.0,76.0,1.868,0.472
1083165,0.0909090909090909,0,2,2,4,0.6617250673854447,116.0,10.49165,2.5,3.2,83.0,76.0,1.868,0.472
1083166,0.0909090909090909,0,1,0,1,2.0384615384615383,20.0,9.66665,2.0,3.2,83.0,76.0,1.868,0.472
1083168,0.0909090909090909,1,1,1,2,0.4318181818181818,67.0,2.2083500000000003,1.0,3.2,83.0,76.0,1.868,0.472
1083171,0.0909090909090909,0,1,0,1,7.4664179104477615,309.0,187.76225,10.0,3.2,83.0,76.0,1.868,0.472
1083172,0.0909090909090909,1,7,2,9,3.994444444444445,225.0,70.8024,6.5,3.2,83.0,76.0,1.868,0.472
1083173,0.0909090909090909,1,2,1,3,2.5730861799147378,360.0,15.30904,3.4,3.2,83.0,76.0,1.868,0.472
1083174,0.0909090909090909,1,1,3,4,5.19708438463695,142.0,35.880966666666666,4.666666666666667,3.2,83.0,76.0,1.868,0.472
1083175,0.0909090909090909,1,1,0,1,1.6031416031416033,157.0,19.416666666666668,3.333333333333333,3.2,83.0,76.0,1.868,0.472
1083254,0.0909090909090909,1,1,1,2,1.964102564102564,187.0,11.883366666666666,2.333333333333333,5.11,94.0,85.0,2.16,1.378
1083255,0.0909090909090909,0,0,3,3,2.988200418507324,176.0,11.42975,2.75,5.11,94.0,85.0,2.16,1.378
1083256,0.0909090909090909,0,0,1,1,0.5,3.0,1.0,1.0,5.11,94.0,85.0,2.16,1.378
1083257,0.0909090909090909,1,0,2,2,1.8,20.0,3.91665,2.0,5.11,94.0,85.0,2.16,1.378
1083259,0.0909090909090909,0,3,3,6,2.043589743589744,108.0,20.86113333333333,3.0,5.11,94.0,85.0,2.16,1.378
1083260,0.0909090909090909,1,2,0,2,0.7272727272727273,12.0,3.8333,2.0,5.11,94.0,85.0,2.16,1.378
1083261,0.0909090909090909,1,7,3,10,1.1146723646723646,168.0,6.038900000000001,2.333333333333333,5.11,94.0,85.0,2.16,1.378
1083321,0.0909090909090909,1,1,0,1,9.569124423963132,113.0,21.6029,4.5,1.03,43.0,47.0,0.884,0.412
1083323,0.0909090909090909,0,2,0,2,4.200956937799043,111.0,58.7,6.0,1.03,43.0,47.0,0.884,0.412
1083324,0.0909090909090909,0,0,1,1,6.636067091642985,207.0,182.23333333333332,10.666666666666666,1.03,43.0,47.0,0.884,0.412
1083325,0.0909090909090909,1,0,1,1,5.003663003663004,102.0,20.335866666666664,3.6666666666666665,1.03,43.0,47.0,0.884,0.412
1083329,0.0909090909090909,0,1,0,1,1.0,2.0,2.0,1.0,1.03,43.0,47.0,0.884,0.412
1083448,0.0909090909090909,1,2,0,2,2.9471153846153846,51.0,18.33335,3.0,1.95,81.0,63.0,1.324,1.008
1083450,0.0909090909090909,0,1,1,2,0.8,5.0,2.8333,1.0,1.95,81.0,63.0,1.324,1.008
1083451,0.0909090909090909,1,1,2,3,5.348148148148148,33.0,11.055566666666666,2.6666666666666665,1.95,81.0,63.0,1.324,1.008
1083452,0.0909090909090909,0,1,0,1,1.35,61.0,3.975,1.5,1.95,81.0,63.0,1.324,1.008
1083505,0.0909090909090909,1,1,0,1,11.99991965277946,1291.0,754.48384,16.2,3.86,89.0,70.0,2.332,0.864
1083506,0.0909090909090909,0,4,0,4,3.291666666666667,129.0,40.39165,5.5,3.86,89.0,70.0,2.332,0.864
1083507,0.0909090909090909,0,2,2,4,4.532573174197215,336.0,82.32726666666666,6.666666666666667,3.86,89.0,70.0,2.332,0.864
1083508,0.0909090909090909,1,1,0,1,6.061195202271972,551.0,233.16186666666667,9.333333333333334,3.86,89.0,70.0,2.332,0.864
1083510,0.0909090909090909,1,3,0,3,3.1875,20.0,20.3333,4.0,3.86,89.0,70.0,2.332,0.864
1083511,0.0909090909090909,0,1,0,1,4.673469387755102,69.0,81.625,5.5,3.86,89.0,70.0,2.332,0.864
1083539,0.0909090909090909,0,3,1,4,11.427887537993922,564.0,324.793825,12.25,2.18,89.0,68.0,1.508,0.352
1083540,0.0909090909090909,0,1,1,2,5.748823529411765,246.0,127.1803,8.0,2.18,89.0,68.0,1.508,0.352
1083541,0.0909090909090909,0,2,1,3,2.39622641509434,149.0,39.75,7.0,2.18,89.0,68.0,1.508,0.352
1084194,0.0909090909090909,1,1,0,1,0.4835164835164835,91.0,1.3333285714285716,0.4285714285714285,0.84,33.0,46.0,0.481,0.279
1084710,0.0909090909090909,1,12,1,13,2.055555555555556,29.0,4.3,2.5,5.24,95.0,87.0,2.359,1.628
1084711,0.0909090909090909,0,10,4,14,4.805617147080562,95.0,61.6,5.333333333333333,5.24,95.0,87.0,2.359,1.628
1084712,0.0909090909090909,1,6,10,16,9.127891156462583,134.0,38.833333333333336,5.333333333333333,5.24,95.0,87.0,2.359,1.628
1084713,0.0909090909090909,1,12,2,14,2.0,18.0,7.8333,2.0,5.24,95.0,87.0,2.359,1.628
1084714,0.0909090909090909,0,15,4,19,9.65,14.0,17.16665,2.5,5.24,95.0,87.0,2.359,1.628
1084715,0.0909090909090909,1,7,3,10,7.6,7.0,24.75,3.0,5.24,95.0,87.0,2.359,1.628
1084716,0.0909090909090909,0,8,5,13,3.812260536398468,50.0,22.4,2.6666666666666665,5.24,95.0,87.0,2.359,1.628
1084717,0.0909090909090909,1,5,0,5,1.4207459207459203,96.0,28.455566666666662,2.6666666666666665,5.24,95.0,87.0,2.359,1.628
1084718,0.0909090909090909,1,17,9,26,7.161538461538462,32.0,23.775,3.5,5.24,95.0,87.0,2.359,1.628
1084753,0.0909090909090909,0,0,3,3,2.9097615262321144,207.0,21.5988,4.0,0.26,9.0,20.0,0.21,0.115
1085119,0.0909090909090909,0,3,3,6,7.802083333333333,27.0,53.66665,4.0,1.79,85.0,68.0,1.229,0.439
1085120,0.0909090909090909,1,6,3,9,5.661835291145636,449.0,200.61666666666667,10.0,1.79,85.0,68.0,1.229,0.439
1085121,0.0909090909090909,1,2,4,6,5.72895695009638,448.0,283.975,12.5,1.79,85.0,68.0,1.229,0.439
1085122,0.0909090909090909,0,0,8,8,7.218444564370091,574.0,279.50436666666667,10.333333333333334,1.79,85.0,68.0,1.229,0.439
1085123,0.0909090909090909,1,16,5,21,4.169950738916256,402.0,265.84165,11.0,1.79,85.0,68.0,1.229,0.439
1085125,0.0909090909090909,0,1,2,3,12.357142857142858,36.0,142.5,3.5,3.86,89.0,70.0,2.332,0.864
1085126,0.0909090909090909,1,0,2,2,41.05882352941177,41.0,930.3095,12.0,3.86,89.0,70.0,2.332,0.864
1085127,0.0909090909090909,1,1,1,2,5.636363636363637,22.0,31.18335,3.0,3.86,89.0,70.0,2.332,0.864
1085128,0.0909090909090909,1,1,1,2,3.1733333333333333,218.0,83.44416666666667,5.333333333333333,3.86,89.0,70.0,2.332,0.864
1085129,0.0909090909090909,0,1,2,3,18.0,56.0,444.2231,10.0,3.86,89.0,70.0,2.332,0.864
1085130,0.0909090909090909,0,1,3,4,9.685101010101013,523.0,145.6443,6.75,3.86,89.0,70.0,2.332,0.864
1085131,0.0909090909090909,1,8,1,9,16.887246852764093,147.0,216.4230333333333,9.333333333333334,3.86,89.0,70.0,2.332,0.864
1085132,0.0909090909090909,1,2,1,3,11.291666666666666,234.0,330.23335,12.0,3.86,89.0,70.0,2.332,0.864
1085171,0.0909090909090909,0,0,1,1,41.24675324675325,333.0,1799.22025,25.5,2.6,76.0,72.0,1.496,0.672
1085172,0.0909090909090909,0,4,3,7,12.170329670329672,278.0,292.69645,14.0,2.6,76.0,72.0,1.496,0.672
1085173,0.0909090909090909,1,2,1,3,15.404065040650403,477.0,448.02686666666665,13.666666666666666,2.6,76.0,72.0,1.496,0.672
1085174,0.0909090909090909,1,7,2,9,8.040579090001426,319.0,116.89443333333334,10.0,2.6,76.0,72.0,1.496,0.672
1085175,0.0909090909090909,0,0,5,5,2.3789158950617284,420.0,54.144200000000005,5.333333333333333,2.6,76.0,72.0,1.496,0.672
1085185,0.0909090909090909,1,0,2,2,8.338888888888889,143.0,225.98095,6.0,2.83,98.0,55.0,2.066,1.291
1085656,0.0909090909090909,0,2,4,6,9.324324324324325,69.0,41.45835,4.5,0.44,20.0,32.0,0.533,0.23
1085657,0.0909090909090909,0,0,4,4,2.268292682926829,122.0,12.9583,3.5,0.44,20.0,32.0,0.533,0.23
1085658,0.0909090909090909,1,0,2,2,3.0,6.0,1.0,1.0,0.44,20.0,32.0,0.533,0.23
1085659,0.0909090909090909,0,2,1,3,2.396464646464646,40.0,10.555566666666666,2.333333333333333,0.44,20.0,32.0,0.533,0.23
1085660,0.0909090909090909,1,4,1,5,1.0,6.0,0.3333,1.0,0.44,20.0,32.0,0.533,0.23
1085687,0.0909090909090909,0,1,0,1,0.5903318903318904,134.0,3.966666666666667,1.3333333333333333,0.59,24.0,36.0,0.295,0.159
1085689,0.0909090909090909,1,1,0,1,0.6706349206349207,44.0,3.75,1.5,0.59,24.0,36.0,0.295,0.159
1086302,0.0909090909090909,1,1,3,4,1.7777777777777777,133.0,38.5417,4.5,4.04,89.0,82.0,2.582,0.581
1086303,0.0909090909090909,1,5,6,11,7.178947368421053,96.0,90.60835,6.5,4.04,89.0,82.0,2.582,0.581
1086304,0.0909090909090909,1,8,2,10,2.796428571428572,336.0,29.808325,4.0,4.04,89.0,82.0,2.582,0.581
1086305,0.0909090909090909,1,2,0,2,2.0384615384615383,63.0,66.91665,4.0,4.04,89.0,82.0,2.582,0.581
1086306,0.0909090909090909,1,0,1,1,3.5837535014005604,114.0,18.08333333333333,4.0,4.04,89.0,82.0,2.582,0.581
1086308,0.0909090909090909,1,1,0,1,4.140402748163942,211.0,13.68332,3.2,4.04,89.0,82.0,2.582,0.581
1086309,0.0909090909090909,1,5,0,5,6.03123966116181,353.0,122.12915,7.75,4.04,89.0,82.0,2.582,0.581
1086310,0.0909090909090909,0,2,2,4,3.049019607843137,94.0,31.66943333333333,2.6666666666666665,4.04,89.0,82.0,2.582,0.581
1086422,0.0909090909090909,0,1,0,1,4.672268907563025,96.0,13.766666666666666,3.6666666666666665,1.03,43.0,47.0,0.884,0.412
1086423,0.0909090909090909,1,0,2,2,1.0499267888973771,514.0,6.070574999999999,2.75,1.03,43.0,47.0,0.884,0.412
1086428,0.0909090909090909,0,1,0,1,7.0,14.0,111.0833,6.0,1.03,43.0,47.0,0.884,0.412
1086429,0.0909090909090909,1,3,0,3,1.0921052631578947,55.0,8.7167,2.5,1.03,43.0,47.0,0.884,0.412
1086430,0.0909090909090909,0,0,2,2,5.043010752688172,121.0,228.3333,12.0,1.03,43.0,47.0,0.884,0.412
1086473,0.0909090909090909,1,2,2,4,8.654214173932482,392.0,194.2418,11.333333333333334,7.23,97.0,82.0,3.382,1.832
1086476,0.0909090909090909,0,5,0,5,8.58339984038308,309.0,175.0833,10.0,7.23,97.0,82.0,3.382,1.832
1086478,0.0909090909090909,1,0,1,1,1.8130952380952376,75.0,39.5833,2.5,7.23,97.0,82.0,3.382,1.832
1086479,0.0909090909090909,1,0,1,1,8.654214173932482,392.0,194.2418,11.333333333333334,7.23,97.0,82.0,3.382,1.832
1086480,0.0909090909090909,1,2,0,2,0.0,0.0,0.0,0.0,7.23,97.0,82.0,3.382,1.832
1086498,0.0909090909090909,1,0,1,1,1.9246376811594204,69.0,11.4722,3.333333333333333,1.44,56.0,54.0,1.38,0.94
1086500,0.0909090909090909,0,0,2,2,3.576923076923077,157.0,7.195825,2.5,1.44,56.0,54.0,1.38,0.94
